MlsNumber,PostalCode,Price,PropertyType,Address,Longitude,Latitude,BuildingType,Bathrooms,Bedrooms,Size,RealEstateCompany
N4584084,L4E4G7,"$839,000",Single Family,"24 BEL CANTO CRES|Richmond Hill, Ontario L4E4G7",-79.441446,43.9409141,House,3.0,3,2.0,31.17 x 109.91 FT
N4584040,L7B1K1,"$3,889,000",Single Family,"15 WATCH HILL RD|King, Ontario L7B1K1",-79.5465907,43.937469899999996,House,7.0,5 + 1,2.0,230 x 485 FT
N4584044,L4G3T1,"$1,798,888",Single Family,"327 TOUCH GOAL CRES S|Aurora, Ontario L4G3T1",-79.46208929999999,43.9701527,House,6.0,5,2.0,45 x 125 FT
N4583953,L4G6M8,"$998,000",Single Family,"54 MAHOGANY CRT|Aurora, Ontario L4G6M8",-79.4802833,43.9732107,House,3.0,4,2.0,44.49 x 125.55 FT ; Irregular
N4583851,L4G2L6,"$3,500,000",Single Family,"75 KENNEDY ST W|Aurora, Ontario L4G2L6",-79.46925859999999,43.992081,House,5.0,4 + 1,2.0,106.67 x 658.74 FT   ; P/Mpac (Lot Front 106.67 Ft) See Survey|2 - 4.99 acres
N4583830,L4E3G7,"$2,388,800",Single Family,"65 SUNSET BEACH RD|Richmond Hill, Ontario L4E3G7",-79.4518741,43.9428635,House,6.0,4 + 2,2.0,60.7 x 144 FT
N4583708,L4E0S8,"$1,658,000",Single Family,"52 PHILIPS LAKE CRT|Richmond Hill, Ontario L4E0S8",-79.467687,43.9244074,House,5.0,4,2.0,"47.31 x 131.35 FT ; 116.63 West, 131.35 East"
N4583703,L4E3W7,"$1,388,000",Single Family,"42 GREEN MEADOW CRES|Richmond Hill, Ontario L4E3W7",-79.4397015,43.9526225,House,4.0,4 + 1,2.0,40.49 x 109.57 FT ; Front:40.49 +Angle 23.22 Daylight Corner
N4583336,L3X1V7,"$1,099,000",Single Family,"577 BROOKER RDGE|Newmarket, Ontario L3X1V7",-79.446721,44.0303751,House,5.0,4,2.0,51.28 x 137.09 FT ; 50.30Ft X 143.30Ft X 51.31Ft X 137.09Ft
N4583228,L4G0H9,"$2,190,000",Single Family,"72 EQUESTRIAN DR|Aurora, Ontario L4G0H9",-79.46452409999999,43.968292100000006,House,4.0,3 + 2,1.0,11.07 x 66.82 M ; Irreg - See Survey
N4583069,L4A7X3,"$2,395,000",Single Family,"5729 LAKESHORE RD|Whitchurch-Stouffville, Ontario L4A7X3",-79.2790508,44.028985,House,7.0,5 + 1,3.0,100 x 111 FT ; As Per Survey Attached
N4582877,L4G2K3,"$3,088,000",Single Family,"58 SEATON DR|Aurora, Ontario L4G2K3",-79.48100059999999,43.9829831,House,6.0,4 + 2,2.0,92 x 157 FT ; Irregular
N4582848,L4A7X3,"$1,048,000",Single Family,"18 THORNBAY DR|Whitchurch-Stouffville, Ontario L4A7X3",-79.2657373,44.0028312,House,3.0,4,2.0,205.6 x 128.1 FT ; Irregular
N4582743,L4E3B1,"$938,000",Single Family,"33 ROSEMARY AVE|Richmond Hill, Ontario L4E3B1",-79.43807209999999,43.952107700000006,House,3.0,4,2.0,65.05 x 100.17 FT
N4582625,L4G7T4,"$1,495,000",Single Family,"53 DUNCTON WOOD CRES|Aurora, Ontario L4G7T4",-79.4979073423185,44.0130232850666,House,5.0,2 + 2,1.0,132.09 x 145.18 FT   ; X Irreg - See Survey Att'd|1/2 - 1.99 acres
N4582545,L4G7K8,"$699,900",Single Family,"235 HOLLANDVIEW TR|Aurora, Ontario L4G7K8",-79.4541488,44.0134586,House,3.0,3,2.0,22.49 x 108.34 FT
N4582559,L7B0C3,"$1,399,000",Single Family,"20 STAN ROOTS ST|King, Ontario L7B0C3",-79.5110963,43.934632799999996,House,3.0,4,2.0,42.08 x 113 FT
N4582527,L7B1B6,"$1,725,000",Single Family,"158 EAST HUMBER DR|King, Ontario L7B1B6",-79.51952800000001,43.9369891,House,3.0,4,2.0,129 x 293 FT   ; As Per Survey|1/2 - 1.99 acres
N4582488,L4A7X3,"$1,199,000",Single Family,"41 VALLEY RD|Whitchurch-Stouffville, Ontario L4A7X3",-79.2726214,44.0253972,House,4.0,4,2.0,94.58 x 100 FT
N4582343,L4E0C2,"$1,480,000",Single Family,"108 ROUTLEDGE DR|Richmond Hill, Ontario L4E0C2",-79.4761594,43.9292624,House,3.0,4 + 1,1.0,50 x 131 FT
N4582319,L4A2L4,"$2,499,000",Single Family,"73 GREENVALLEY CIRC|Whitchurch-Stouffville, Ontario L4A2L4",-79.34248050000001,44.0341129,House,6.0,4 + 2,1.0,146 x 452.76 FT   ; Irregular|1/2 - 1.99 acres
N4582294,L4G0T6,"$1,235,000",Single Family,"6 CLIFFORD DALTON DR|Aurora, Ontario L4G0T6",-79.43586309999999,44.026604299999995,House,3.0,4 + 1,2.0,35.99 x 92.95 FT
N4582267,L3X1T1,"$1,088,000",Single Family,"202 STELLICK AVE|Newmarket, Ontario L3X1T1",-79.4658401,44.034765500000006,House,6.0,5 + 2,2.0,41.22 x 93.56 FT ; Irregular As Per Survey Attached
N4582261,L4E4R4,"$1,248,000",Single Family,"17 GREYFRIARS AVE|Richmond Hill, Ontario L4E4R4",-79.46641140000001,43.9510868,House,3.0,4,2.0,43.7 x 88.55 FT ; Irreg Lot.(As Per Survey)
N4582125,L4G0G6,"$1,350,000",Single Family,"33 TONNER CRES|Aurora, Ontario L4G0G6",-79.4348766,44.012730299999994,House,4.0,4,2.0,50 x 103.35 FT
N4582060,L4G7C6,"$1,528,888",Single Family,"14639 LESLIE ST|Aurora, Ontario L4G7C6",-79.41448309999998,43.9960629,House,3.0,4,,200 x 600 FT   ; 1.92 Acre 200Ft Frontage W/ Full Privacy|1/2 - 1.99 acres
N4582078,L7B1K5,"$1,899,000",Single Family,"50 KING VIEW CRES|King, Ontario L7B1K5",-79.5238713,43.9868462,House,3.0,3,1.0,314.06 x 284 FT   ; 30' Of Most Nw Of W Side Recessed By 1'|2 - 4.99 acres
N4547412,L7B1G4,"$1,350,000",Single Family,"108 HOLLINGSWORTH DR|King, Ontario L7B1G4",-79.523964,43.927369899999995,House,1.0,3 + 1,1.0,90 x 136 FT
N4582016,L4E4N3,"$1,190,000",Single Family,"178 WILDWOOD AVE|Richmond Hill, Ontario L4E4N3",-79.4380611,43.95692460000001,House,4.0,4 + 1,2.0,38.94 x 107.41 FT
N4581859,L4A4P7,"$1,290,000",Single Family,"127 SPOFFORD AVE|Whitchurch-Stouffville, Ontario L4A4P7",-79.2740695,43.972733700000006,House,4.0,4,2.0,35.27 x 114.24 FT
N4581718,L4E1A3,"$1,548,000",Single Family,"49 SUNSET BEACH RD|Richmond Hill, Ontario L4E1A3",-79.45257,43.942958600000004,House,3.0,3 + 2,2.0,"83.7 x 202 FT ; Irregular,175 Feet/275Feet"
N4581687,L4E4A2,"$1,039,000",Single Family,"50 GRAND OAK DR|Richmond Hill, Ontario L4E4A2",-79.469202,43.9382798,House,4.0,3 + 1,2.0,46.08 x 83 FT ; 56 Ft. Wide At Rear Irreg.Lot Per Survey
N4581692,L4G7X1,"$929,000",Single Family,"244 BILBROUGH ST|Aurora, Ontario L4G7X1",-79.44221529999999,44.0181993,House,3.0,2 + 2,1.0,42.98 x 109.91 FT
N4581557,L4E3A7,"$2,350,000",Single Family,"463 NORTH LAKE RD|Richmond Hill, Ontario L4E3A7",-79.4396437,43.9517658,House,3.0,4,2.0,61 x 211 FT
N4581457,L4E4B6,"$1,099,000",Single Family,"53 CORAL CRES|Richmond Hill, Ontario L4E4B6",-79.47550799999999,43.952115899999995,House,3.0,3,2.0,40.03 x 114.83 FT
N4581447,L3X1V8,"$975,000",Single Family,"494 LYMAN BLVD|Newmarket, Ontario L3X1V8",-79.4479957,44.030273,House,3.0,4,2.0,50 x 131.23 FT
N4581338,L4E3C1,"$1,480,000",Single Family,"56 FERGUS AVE|Richmond Hill, Ontario L4E3C1",-79.435906,43.954744399999996,House,2.0,3,1.0,75 x 150 FT ; Regular
N4581306,L4E4G6,"$1,085,000",Single Family,"12 BEL CANTO CRES|Richmond Hill, Ontario L4E4G6",-79.4416219,43.9414096,House,4.0,3 + 3,2.0,31.17 x 109.91 FT
N4581226,L4E4K7,"$3,188,000",Single Family,"78 SANDBANKS DR|Richmond Hill, Ontario L4E4K7",-79.43079909999999,43.943260200000005,House,6.0,4 + 2,2.0,60 x 160 FT ; Irrg As Per Mpac
N4581157,L7B1K6,"$1,499,000",Single Family,"280 WARREN RD|King, Ontario L7B1K6",-79.51667309999999,43.926511700000006,House,3.0,3 + 1,2.0,100 x 201.4 FT
N4581070,L4E3Z9,"$1,148,000",Single Family,"49 NEWBRIDGE AVE|Richmond Hill, Ontario L4E3Z9",-79.4717728,43.937984,House,4.0,4 + 1,2.0,45.01 x 83.01 FT
N4580886,L4E0V1,"$1,295,000",Single Family,"35 PULPWOOD CRES|Richmond Hill, Ontario L4E0V1",-79.4405574,43.9170657,House,4.0,4 + 1,2.0,33.33 x 105 FT
N4580887,L4G0Y9,"$1,188,000",Single Family,"163 SCRIVENER DR|Aurora, Ontario L4G0Y9",-79.4266795,44.0144936,House,4.0,4,2.0,90.62 x 110.74 FT
N4580745,L4G3J1,"$1,468,000",Single Family,"89 MATCH POINT CRT|Aurora, Ontario L4G3J1",-79.4516120612927,43.98224136782579,House,5.0,4 + 1,2.0,51.38 x 98.33 FT
N4580646,L7B0P5,"$2,799,900",Single Family,"33 SIR HENRY CRT|King, Ontario L7B0P5",-79.53247085073392,43.9476972520716,House,5.0,5,2.0,90 x 115 FT
N4580571,L7B1J6,"$1,350,000",Single Family,"2390 KING RD|King, Ontario L7B1J6",-79.5333858,43.9276674,House,2.0,4 + 1,2.0,109.58 x 150 FT
N4580557,L7B1J6,"$1,998,800",Single Family,"146 JAMES ST|King, Ontario L7B1J6",-79.5336598,43.928652299999996,House,6.0,4,,100 x 150 FT
N4580544,L4G1B7,"$788,888",Single Family,"20 HANCOCK ST|Aurora, Ontario L4G1B7",-79.42548769999999,44.025941499999995,House,3.0,4,2.0,27.89 x 104.33 FT
N4580378,L4E1B8,"$898,888",Single Family,"16 PLANTAIN LANE|Richmond Hill, Ontario L4E1B8",-79.4480397,43.96301210000001,House,3.0,4,2.0,28.22 x 116.8 FT
N4580337,L4A4B2,"$2,100,000",Single Family,"13278 KENNEDY RD|Whitchurch-Stouffville, Ontario L4A4B2",-79.33641290000001,43.9782919,House,3.0,3,1.0,14.93 x 14.93 Acre   ; 529.82 Frontage X 1108.71 Deep|10 - 24.99 acres
N4580301,L4E0W7,"$4,800,000",Single Family,"16 FINESSE CRT|Richmond Hill, Ontario L4E0W7",-79.4392572,43.966575299999995,House,6.0,4 + 1,1.0,141.58 x 243.02 FT ; Irregular Back: 222.01 Ft
N4580199,L4G7C4,"$1,298,000",Single Family,"315 ROY HARPER AVE|Aurora, Ontario L4G7C4",-79.42463659999999,44.025251000000004,House,4.0,4,2.0,38.06 x 181.76 FT
N4580165,L4E0J3,"$1,198,000",Single Family,"5 SEQUIN DR|Richmond Hill, Ontario L4E0J3",-79.472001,43.9191126,House,3.0,4,2.0,36.09 x 88.58 FT
N4580081,L4G5B5,"$928,800",Single Family,"77 DELAYNE DR|Aurora, Ontario L4G5B5",-79.4909745,44.0003683,House,3.0,3 + 1,2.0,39.37 x 103.35 FT
N4460773,L7B1K5,"$7,999,000",Single Family,"1450 19TH SDRD|King, Ontario L7B1K5",-79.52392950000001,44.0262242,House,12.0,6 + 1,2.0,50 Acre|50 - 100 acres
N4579908,L4E2T3,"$3,200,000",Single Family,"10 MAPLE GROVE AVE|Richmond Hill, Ontario L4E2T3",-79.45800279999999,43.948452,House,4.0,4 + 1,,69.25 x 315.16 FT ; Premium Lot
N4579621,L4E4A2,"$1,047,000",Single Family,"26 NEWBRIDGE AVE|Richmond Hill, Ontario L4E4A2",-79.46988309999999,43.938803899999996,House,4.0,4 + 2,2.0,45 x 83 FT ; *-*-* Legal Description Continued......
N4579614,L7B1A3,"$1,749,000",Single Family,"3225 16TH SDRD|King, Ontario L7B1A3",-79.56920699999999,43.956362799999994,House,3.0,4,2.0,382 x 1310 FT|10 - 24.99 acres
N4579499,L4E4N4,"$1,399,888",Single Family,"22 PAGODA DR|Richmond Hill, Ontario L4E4N4",-79.44001740000002,43.9584149,House,4.0,4,2.0,29.46 x 130 FT ; 'Pool-Sized' Pie Shaped Private 8200 Sf
N4579484,L4G2L3,"$1,150,000",Single Family,"15 KENNEDY ST E|Aurora, Ontario L4G2L3",-79.4649172,43.9941207,House,4.0,4,2.0,25 x 150 FT
N4579453,L4G1H2,"$1,669,000",Single Family,"95 MOSLEY ST|Aurora, Ontario L4G1H2",-79.46131340000001,43.9991244,House,4.0,3 + 1,3.0,51.4 x 113.64 FT
N4579429,L4G7C8,"$3,700,000",Single Family,"63 BOVAIR TR|Aurora, Ontario L4G7C8",-79.40338609999999,43.9765626,House,9.0,6,2.0,91.08 FT   ; Irregular (2.37 Acres As Per Mpac)|2 - 4.99 acres
N4579384,L4E3X6,"$919,000",Single Family,"42 CAROUSEL CRES|Richmond Hill, Ontario L4E3X6",-79.4520395,43.94112620000001,House,3.0,3,2.0,30 x 108 FT ; 105.18 Ft X 30.12 Ft X 108.17 Ft X 30.34
N4579343,L4E0E1,"$999,800",Single Family,"#36 -280 PARADELLE DR|Richmond Hill, Ontario L4E0E1",-79.4442432,43.964001,House,4.0,4 + 1,2.0,47.47 x 91.24 FT ; See Survey Attached
N4579283,L4E5B2,"$1,180,000",Single Family,"9 TIGER LILY  ST|Richmond Hill, Ontario L4E5B2",-79.4338408,43.938767999999996,House,3.0,3,2.0,37.14 x 91.14 FT
N4579251,L4A2G1,"$1,380,000",Single Family,"6 BEACH RD|Whitchurch-Stouffville, Ontario L4A2G1",-79.37698979999999,43.9893193,House,3.0,2 + 1,1.0,60 FT   ; Irregular As Per Survey See Survey|1/2 - 1.99 acres
N4579231,L4G7N8,"$759,900",Single Family,"148 MILLCLIFF CIRC|Aurora, Ontario L4G7N8",-79.4441365,44.0016521,House,3.0,3,2.0,23.13 x 91.86 FT
N4578551,L7B1B6,"$2,288,000",Single Family,"146 EAST HUMBER DR|King, Ontario L7B1B6",-79.52020329999999,43.937246,House,5.0,3 + 2,1.0,108.27 x 199.15 FT
N4578521,L4E0T2,"$1,425,000",Single Family,"104 HEADWATER CRES|Richmond Hill, Ontario L4E0T2",-79.444611,43.945594899999996,House,5.0,4 + 2,2.0,44.39 x 86.6 FT
N4578528,L4E2M5,"$1,249,000",Single Family,"3 SUNDERLAND ST|Richmond Hill, Ontario L4E2M5",-79.4537318,43.949226200000005,House,3.0,4,2.0,65.62 x 131.23 FT
N4578477,L4G3G4,"$1,798,000",Single Family,"42 FOREST GROVE CRT|Aurora, Ontario L4G3G4",-79.4265647,44.030134000000004,House,4.0,4,2.0,50.33 x 109.76 FT ; Irregular Ravine Lot
N4578181,L3X2T2,"$959,900",Single Family,"67 WOODBURY CRES|Newmarket, Ontario L3X2T2",-79.47965079999999,44.0299721,House,4.0,4 + 1,2.0,35.1 x 103.28 FT
N4578175,L4E2V2,"$2,467,000",Single Family,"54 ELM GROVE AVE|Richmond Hill, Ontario L4E2V2",-79.4618844,43.949422399999996,House,7.0,4 + 1,2.0,50.04 x 205.68 FT
N4578168,L4G7K7,"$858,000",Single Family,"74 SNEDDEN AVE|Aurora, Ontario L4G7K7",-79.45116230000001,44.0135547,House,4.0,4 + 1,2.0,28.44 x 108.27 FT ; ***Premium Corner Lot***
N4578145,L7B1A3,"$3,188,000",Single Family,"15975 JANE ST|King, Ontario L7B1A3",-79.570696,43.995194,House,4.0,3 + 1,,383.76 x 951.79 Acre   ; Approx. 10 Acres|10 - 24.99 acres
N4578087,L7B1A3,"$1,650,000",Single Family,"205 KING HILLS LANE E|King, Ontario L7B1A3",-79.5607434,43.9842961,House,2.0,3,1.0,325 x 700 FT   ; Irregular/See Existing Survay|5 - 9.99 acres
N4578037,L4A3Z6,"$1,399,000",Single Family,"4401 BETHESDA RD|Whitchurch-Stouffville, Ontario L4A3Z6",-79.3116217,43.9756972,House,2.0,4,1.0,627 x 528 FT|5 - 9.99 acres
N4578011,L7B0C7,"$2,099,900",Single Family,"110 HODGSON AVE|King, Ontario L7B0C7",-79.5951537,44.0082003,House,4.0,4 + 2,2.0,200 x 440.33 FT|2 - 4.99 acres
N4577999,L4G0W6,"$1,000,000",Single Family,"10 BOLAND CRT|Aurora, Ontario L4G0W6",-79.4312608076204,44.0233967033829,House,4.0,5,2.0,42.98 x 90.22 FT
N4577976,L4E4S3,"$1,250,000",Single Family,"381 WORTHINGTON AVE|Richmond Hill, Ontario L4E4S3",-79.44298459999999,43.9623941,House,4.0,4 + 1,2.0,41.23 x 109.12 FT
N4577907,L4G3G7,"$1,428,000",Single Family,"11 HAMSTER CRES|Aurora, Ontario L4G3G7",-79.42881290000001,44.0117701,House,4.0,4,2.0,40 x 129 FT ; Pie Shape 40X129X107
N4577893,L4E0R5,"$1,469,000",Single Family,"16 ROSSINI DR|Richmond Hill, Ontario L4E0R5",-79.4767686,43.943535700000005,House,4.0,5,2.0,40.32 x 115 FT
N4577827,L4G2N3,"$1,649,900",Single Family,"86 TYLER ST|Aurora, Ontario L4G2N3",-79.4730955,43.9968051,House,4.0,4,2.0,54 x 200 FT ; Over Quarter Acre +
N4577801,L3X2T1,"$1,049,000",Single Family,"154 SAWMILL VALLEY DR|Newmarket, Ontario L3X2T1",-79.48460370000001,44.0303265,House,4.0,4 + 1,2.0,41.34 x 93.34 FT
N4577767,L4G7W1,"$1,060,000",Single Family,"22 BROOKS AVE|Aurora, Ontario L4G7W1",-79.4421933,44.0153083,House,3.0,4,2.0,39 x 106 FT
N4577719,L4G2Z8,"$809,000",Single Family,"109 ORCHARD HEIGHTS BLVD|Aurora, Ontario L4G2Z8",-79.4755959,44.0077035,House,3.0,4,,60.01 x 104.03 FT
